Attribute,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57
Calculation Time (ms),11.82,11.27,3.71,13.91,9.60,10.51,9.22,12.36,13.07,15.97,2.07,13.20,2.45,13.70,1.33,4.65,0.79,5.65,16.66,3.47,8.16,15.79,12.85,9.83,6.30,5.05,6.00,0.25,8.62,11.15,8.20,1.23,3.41,14.42,2.43,4.85,3.66,1.49,10.30,13.92,10.28,11.53,6.13,1.47,12.71,7.41,2.09,3.06,4.63,4.06,10.13,16.33,13.33,8.42,4.26,10.36,16.33
